content,score,Label
Sekarang shopee jadi lambat... entah itu yg salah siapa. Pastinya harusnya ada ketegasan dari shopee. Pesanan saya dari tanggal 07/09/2024 jam 13.07 s.d sekarang Tgl 16/09/2024 belum ada pegerakan di kirim. Status masih menunggu penjembutan/pengambilan oleh pihak Ekspedisi SPX... Saya order di tempat/apk online shop lain sudah pada sampai pesanan yang pesanan saya di tanggal yg sama...,1,Negatif
"Sumpah parah banget Shopee, mending pindah ke toko HIJAU. Pakai Shopee kita Tidak bisa memilih Expedisi jasa kirim. Dulu pengiriman ke Indonesia timur hanya 2-3 hari. Sekarang expedisi yang di tentukan shopee pengiriman jadi 1-2 Minggu. Ampuuunnn Tobat tobat !!!",1,Negatif
"Cicilan Shopee pinjam dan juga cicilan shopee pay latter tidak pernah lewat dari tanggal jatuh tempo, namun ketika pengajuan kembali (padahal pada kolom yg bertuliskan ajukan sudah bisa di klik), namun hasilnya ditolak. Saya ini nasabah repeat order yang tidak pernah lewat dari tanggal jatuh tempo. Komplain via CS ataupun via email malah memberikan jawaban sesuai kebijakan perusahaan tidak bisa memberikan jawaban. Aplikasi macam apa ini. Shopee hanya bisa minta maaf dan menyuruh bayar 👎🏻",1,Negatif
"Makin hari makin buruk ini aplikasi, anda mengadakan fitur koin tapi anda juga mempersulit kami dalam hal penukaran koinnya, minimal itu koin bisa di cairkan, atau bisa di gunakan untuk belanja semua koinnya tanpa di potong! . Saya beri contoh buruknya, saya punya 600rb koin yg mana seharusnya bisa belanja tanpa bayar lagi tapi ini ketika akan di belanjakan yg bisa di gunakan hanya 40-60rb tiap sekali checkout saja. Tolong di tingkatkan kembali saya sangat kecewa menilai anda baik sebelumnya !",1,Negatif
"Nggak puas banget belanja di sini barang sering hilang, sering banget malah udah cape3 nungguin eh ada pemberitahuan barang hilang. Lama banget sampai nya Kadang kurirnya rada2 juga",1,Negatif
"Sekarang banyak banget biaya yang dikeluarkan seller. Buyer juga"". Seller nyari untung 5rb dari shopee. 5rb ini untuk biaya packing, internet dan transport (karena di sini gabisa pickup jadi harus antar ke gerai) mana gerainya jauh. Eehh potongan dari shopee lebih dari 5rb. Jadi harus nombok buat ganti harga jual yang minus. Biaya operasional pun dari uang pribadi. Bukan keuntungan",1,Negatif
"Semoga masalah tagihan kedepannya tidak terulang kembali. Shopee seharusnya tidak boleh berani mengeluarkan struk lunas pembayaran kalau kalian sendiri tidak mengkonfirmasi ke pihak terkait apakah sudah lunas atau belum. Mungkin memang jika kami lambat dalam mendapatkan struk pelunasan itu mengecewakan, tapi lebih mengecewakan lagi kalau kami sudah mendapatkan struk pelunasan tapi ternyata tagihan yang kami sudah percayakan bayar lewat shopee malah belum lunas. Silahkan dievaluasi, terima kasih.",5,Positif
"Gak jelas pengiriman lama Wu, udah bagus pake jnt malah pake spx tambah lambat barang banyak hilang, masa iya di perjalanan laut hampir 3 hari di laut padahal gak jauh cuma 1 harian sampai kalau dari pku ke kota saya, haduehh shope Shopee",1,Negatif
"Hallo pihak shopee menurut saya aplikasi ini sudah bagus tapi tolong tanganilah penjual yang menjual barang yang tidak sesuai dengan apa yang di jualnya/tidak amanah atau palsu karna sudah banyak kejadian tersebut yang sudah terjadi dikalangan saya dan korbanya itu sudah banyak termasuk saya yang mana hanya saya yang berkomentar seperti ini,saya mohon atasi dengan segera masalah ini,terima kasih atas perhatianya maaf jika berlebihan🙏🙏",5,Positif
"Shopee sekarang jiaaannnn luweeeemoott, masak mau buka shopee food aja loading nya luaama, dan iklan nya gk berhenti... mau milih baju, pilih make up, pilih sepatu jadi susah karna iklan dan loading lama.. terkadang tibA"" keluar dari apk sendiri.. terlalu banyak PHP nya, katanya kirim hadiah gratis nyatanya zonk, nambah saldo 100rb nyatanya zonk, jangan suka nye pam ya...",1,Negatif
"CS yg bernama Desta janji pelepasan dana pembeli ke rekening setelah chat di akhiri. Tapi buktinya tidak cair, kontak SC lain sama saja belum dicirkan. CS nya janji tapi bohong tidak ditepati, terus kalau saya nunggu jawaban CS lama saya tidak di close chat, tapi ketika saya lengah sedikit saja CS seenaknya close chat. Sangat tidak sopan dan CS menjanjikan hal yg tidak ditepati tidak profesional. Kebijakan shopee tidak menguntungkan penjual. Kalah sama kebijakan dan CS Tokopedia. Malu donk",1,Negatif
"Saran, ditambahkan penilaian untuk toko/seller juga, jadi bisa menilai seller/toko bukan hanya produknya yg bisa diberikan penilaian. Kalau sudah oke, nanti ditambahin bintangnya",3,
"Shopy mantap, gratis ongkir ada dan ongkirpun murah,barang yg di beli bisa di cek dulu dan respon customer nya cepat,saya seringkali belanja di shopy,dan saya sudah hampir 1000 produk belanja di shopy, sukses selalu tim shopy🙏 terimakasih salam dari rantau panjang tabir Merangin Indonesia.",5,Positif
"Pengiriman cepat, bebas pengembalian lebih cepat,, Amanah.. good buat toko oren. #Saran.. Mungkin bisa di perbarui lagi untuk penggabungan saldo shopee dgn payment lainnya. Terimakasih",5,Positif
Batas penarikan koin di ubah2.... awal nya bisa 5000... ketika sudah terkumpul 5000 brubah jadi 50.000... ngumpulin smpai 50.000 kapan bisa ditarek... 5000 saja berhari2 ngumpulin nya.... taktiknya licik biar ndk ...ngasih koin tpi di persulit...live streaming,1,Negatif
"Makin parah pengiriman nya semakin lambat beda sama jnt dlu dan skarang sejak spx selalu telat melebihi estimasi yg di tentukan dengan alih"" voucher diskon 10rb untuk keterlambatan, kami ga butuh konsekuensi voucher keterlambatan, kami hanya butuh barang tepat waktu, inget waktu sangat berharga, kembalikan jasa ekspedisi jnt dll, spx, spx express tidak sesuai ekspektasi klau pun tidak bisa mohon d benahi dalam ekspedisi yg sekarang krna slalu telat trus, hargai costumer.",3,
"Belanja d Shopee menyenangkan, harga relatif terjangkau, pengiriman relatif cepat tapi saya pernah mengalami pengiriman lama dari daerah barat karena barang saya pernah berhenti di Kudus lebih dari 24 jam.. proses pengembalian barang pun mudah.. 🙏🏻",5,Positif
Pelàyanan penjual cukup baik dan rapi kemasan aman tdk ada masalah pengiriman perlu diperhatikan jatuh tempo tanggal pengiriman mudah mudahan akan ada kemajuan dalam pengiriman terima kasih sopi mudah mudahan semakin baik pelayanannya,5,Positif
"Wah payah banget Shopee skrang, pengiriman lambat banget,pake pengiriman reguler sekarang lambatnya udah ngalahin pengiriman hemat, kalo bgini terus bisa pindah semua pelanggan Shopee",1,Negatif
belanja di shopee enak murah cod bisa d cek dulu kalo gak sesuai bisa di tolak.gratis ongkir tiap hari. Apalagi pas di live banyak voucher potonga harganya.,5,Positif
"Halo kak kenapa aplikasi shoope saya tidak bisa digunakan saat hendak pakai spaylater,atau pembayaran yang lain , selalu keluar menu memuat ulang tapi hanya 0% saja ga naik2 itu gmna solusinya",4,Positif
"Konyol sinyal wifi bagus tapi bilangnya kaga ada jaringan ganti ke paket data sama aja begitu, tolong perbaiki masalah koneksinya",2,Negatif
"akun saya kok bisa dibobol,brengsek nih... aku beli item di shopee,sudah 3 kali konfirmasi pesanan dengan alamat yang dituju. ini apk memiliki data yang besar,banyaknya penggunaan datanya,sampai produk ngga kebeli-beli,karena transaksinya ribet. dan lagi nih,masih aku save alamatnya ada di Yogyakarta,Purbalingga hingga Kudus. mohon perbaiki layanan ini,kadang aku uninstall karena layanan kurang memuaskan.",1,Negatif
"Memang yahudi sekali pihak Shopee, Bikin ekspedisi sendiri tapi kualitas kek anjj***. SPX pelayanan lemot,pengantaran lama, barang hilang, hancur. Hapus aja ekspedisi nya, gak ada yang mau ngasi bintang 5 buat ekspedisi sampah.",5,Positif
Sedikit saran tolong dong admin tambahin opsi pilihan expedisi favorit jadi kalo pesan barang otomatis pilih expedisi favorit dulu..klw expedisi favorit tak tersedia baru notif pilih opsi yang lain. Thanks...,5,Positif
"Bagus sih bisa buat belanja tapi iklan nya meresahkan. g di pencet malah masuk sendiri ke aplikasi nya. Saya sudah geregetan sama iklan nya yang memaksa. jadi tolong ya, di kondisikan itu iklan nya🙏",3,
"bagus si apknya, cm saya kemarin kecewa bgt sama shoope, saya belanja di salah satu tokonya, selama ini gprnh ada kendala sama sekali, tp kali ini serius kecewa, saya beli sepatu di salah satu toko memang harganya lebih rendah dibanding harga pasaran. krn saya juga penjual sepatu disalah satu toko, saya beli dari daerah tnggrng ternyata itu penipuan, dan ketika saya cek lagi ternyata banyak toko penipuan, masa iya bisa bikin rating sendiri, dengan fto yg sama tp akun yg beda, tandain ya tnggrng!",5,Positif
"Apk Shopee udah ngk bgs skrg, pengiriman nya lama, gambar2 buram juga gambar nya ngk bisa di smpn ke galeri, tolong lah dperbaiki",2,Negatif
"Sangat menyenangkan belanja di shoope, membuatu sekali, sambil rebahan bisa belanja, memudah kan untuk semua berkah berkah selalu dah pokoknya,",5,Positif
"Yth. Admin shoppe Saya pesan barang kenapa barang milik saya kesasar sampai tempat lain, dan kurirnya lemot. Tolong ditindaklanjuti. Kami pembeli jg butuh...kurir jg harus kerja yg baik/profesional. Mohon, yang tidak pecus jangan dilanjutkan mengirim barang.",1,Negatif
"Not bad but not good, pas gue mau buka pencarian malah gabisa, tulisannya ""tidak ada internet"" padahal internet mah lancar. Jadi kalau mau nyari barang harus ke ""produk baru"" dulu, itu juga barang nya ga lengkap. tolong diperbaiki ya",3,
"Terima kasih, belanja di Shopee sangat menyenangkan dg bantuan ongkir. Juga tidak takut dirugikan seller, krn Shopee melindungi pembeli, asal lengkap dan jelas keadaannya. Berjualan pun aman, peraturan Shopee jelas, shg bnyk yg belanja. Smg gk naik2 lagi minimal belanjanya. Ksian buyer..😁",5,Positif
"Aplikasi tidak bisa dibuka sesudah di-update bukanya tambah bagus fiturnya malahan banyak bug, apk tidak bisa dibuka cuman dihalaman intro pembukaan, apk kedip kedip saat dibuka gimana solusinya, jika ada seseorang yang memiliki hal yang sama terus jika dia melakukan transaksi gimana nanti??, sekian dari saya makasih, semoga diperbaiki lagi untuk bug bug nya",1,Negatif
Update terbaru 9.9 knp sering crack yaa.lebh bagus updatean yg lama.baru buka dkit udh eror..harus keluar dulu baru masuk lagi..5 menit kemudian eror lagi..pdhl hp suport loh infinix 8pro..keluaran feb 2024,4,Positif
Order 4 item. Yang sampae hanya 1 item. Setelah konplen saldo shopee dikembalikan seharga 3 item. Tapi ongkirnya tidak kembali. Lumayan ongkirnya 3ratusan untuk total barang.,1,Negatif
Tolong aktif kan lagi untuk jasa pengiriman j&t tiap kali pesen barang gak pernah sampai atau banyak di batalkan karna spx gak sampai ke desa saya jd susah mau belanja 🥲 Giliran kurir nya spx gak pernah sampai suka seenak nya cancel seenaknya dengan alasan pembeli gada di rumah pdhl si spx nya gak pernah tuh sampai ke desa saya tolong lah di perbaiki lagi untuk jasa kirim nya Jngan mengecewakan kami para pembeli terimakasih,3,
"Eh aplikasi,, kenapa sekarang nggak bisa pilih jasa pengiriman,, gw biasa pakai shopee express,, jasa pengiriman yg lain ngga jelas,, lama sampainya lah,, ngga tau lokasi alamat gw lah,, banyak masalahnya,, jadi tolong lah balikin pilih jasa pengiriman,,",1,Negatif
"buruk..seminggu paket gk datang2..cuma notifikasinya doang tiap pagi nongol ""siap siap menerima pesanan"" pesanan di antar hari ini tapi 5 hari gk datang2..apk burik PINDAH KE LAZADA AJA dari pada shopee yang kurir nya pemalas dan doyan bohong.. laporan penerima tidak ada di tempat/tidak bisa di hubungi..padahal kurir nya gk nganter",1,Negatif
"Pengiriman nya lama bisa sampe 2 Minggu padahal pengiriman cuma dari jakarta ke Riau bisa sampe 2 Minggu kelamaan transit transit gajelas sejak pake ekspedisi spx. Padahal dulu waktu masih pake jnt 5 hari doang nyampe dan 1 Minggu itu paling lama, sekarang malah 2 Minggu paling cepet datang gimana pelanggan ga pada kabur. Tolong lah gaush lama lama datang nya, kita yg diluar pulau Jawa juga mau belanja online jangan prioritas in orang Jawa doang",3,
"Aku suka berbelanja di shopee tapi disini sudah berubah lagi kerena kurir selalu berubah, dan ga mau menghubungi kita sebelum kerumah, baru tambah lambat",4,Positif
"super duper aplikasi ter thebest pokoknya ,komplain gak sulit ,ramah ,n slalu gercep semoga dipertahankan kinerjanya menjadi lbih baik lagi walau bagiku sdh menjadi yg terbaik 🥰🥰🥰👍👍👍 terima kasih banyak",5,Positif
"Sekarang Shopee jdi gk bisa pilih expedisi ya, kebanyakan spx. Dan itu lelet biasa nya 3 hari paket smpe ini bisa 4-6 hari baru sampe. Apalagi kalo lagi di Rancaekek dc itu bisa bberapa hari stuk d sana. mohon untuk d perbaiki lagi! Kalo gk saya mau sma jnt aja biar cepet. Spx telat. Gk nyaman saya belanja nya sering telat gini.",1,Negatif
"Saya perbaiki penilaian saya untuk shopee. Sekarang Shopee OKE BANGET, ongkir murah, COD nya gak pilih2. Apalagi sekarang Gudang Shopee deket rumah saya jadi mudah kalo mau ambil paket. Mantabz",5,Positif
"Saya pesen kue Bakpia patok dari jogja ditunggu"" yg estimasi dtgny 10 september malah molor semingguan dan terakhir malah status paket hilang, sy pake jasa kirim SPX standar itu ga amanah bgt loh mana dana pengembalian lama bgt prosesnya. Tolong diperbaiki lagi mana bisa hilang kaya gitu teledor amat!!",1,Negatif
"Aplikasi sopi saya tidak bisa di buka atau singkat nya tidak bisa masuk ke menu cuma tampilan sopi yang bergeser² udh saya tungguin lama pun tetep sama hasil nya ga bisa masuk ke menu,Udah saya riset,hapus,tetep ga bisa masuk padahal kemarin kemarin biasa aja gak ad masalah di aplikasi nya mohon bantuannya cara mengatasi masalah ini..",4,Positif
"Tidak bisa menghapus akun hanya karena ada saldo 200 perak malah di suruh pindahkan ke rekening ya mana bisa orang cuma 200perak LG pula gak semua orang punya rekening, mending bikin deh untuk saldo 1k kebawah bisa hapus akun kalo ginikan ribet hanya karena 200perak",2,Negatif
Tambah hari tambah turun...tolong pemilihan ekspedisi yg gratis ongkir ditambahin lagi pilihannya kayak dulu...ekspedisi spx lambat banget..biasa pake jnt cepet..sekarang jNT gaka ada potongan ongkir cm spx yg ada..jkt-PLG biasa 3 hr ini jd 5 hr..penjemputan paket spx lelet..,2,Negatif
Buat shopee bisa minta tolong banget di himbau ke driver shopeefood jika ada kesibukan atau kelelahan bisa di nonaktif kan apk nya biar orderan ga masuk ke driver yang lagi ketiduran atau sedang sibuk🙏 agar pesanan lebih cepat di antar oleh driver yg lagi aktif. Karena sudah kejadian 3 kali orderan saya telat setengah jam terus dan pesanan jadi tidak hangat lagi. Minta tolong ya,4,Positif
"Belanja di sophee lite sebenarnya meyenangkan..asal tidak memakai jasa kirim spx,..sebab ada belanjaan yang punya jangka waktu pendek dalam soal ketahanan,seperti tanaman hidup,..pengalaman beli sukulen pakai jasa kirim spx dan sama sekali tidak ada pilihan jasa kirim lainnya..alhasil yang diterima bangkai sukulen",3,
"semenjak gak ada lagi fitur pilihan jasa expedisi sekarang shopee jadi LOLA pengiriman nya,.. minimal harus nunggu 3 hari baru sampe,padahal waktu ada fitur pilihan jasa expedisi enak banget gak perlu nunggu lama 😒😒😒",2,Negatif
"Tolong untuk opsi filter pencarian nya kalau bisa kota/kabupaten (ex. Banyumas, kediri, brebes, dll) biar tahu mana yg paling dekat dengan alamat.. kalau provinsi terlalu luas (jateng, jatim, dll). Tolong lah kan toko jugan nampilin alamatnya pke kota/kab. bukan provinsi",3,
"Kenapa ya kalau pake anteraja economy barang ga sampai-sampai?? Padahal barang lain dengan jarak yang sama tapi dengan kurir berbeda langsung sampai, bahkan ada yang lebih cepat dari estimasi waktu. Alasannya juga selalu sama, selalu bermasalah alamat pengiriman, kalau alamatnya bermasalah, harusnya pengiriman lainnya juga bermasalah kan?? *Ini saya sampai kena penalty karena pesanan cod saya batal 2 kali, padahal emang barangnya ga pernah dikirim ke saya. Ini Anteraja bermasalah bgt",1,Negatif
Pihak jasa kirim shopee nggak bagus Kurirnya lain² yang antar Di tanyain mau ambil paket malah bilang nggak ada dia bawa Kurir shopee mappaoddang Makassar nggak bagus . Status pengiriman sedang di antar tapi nggak ada yg bawa sampai sekarang 😭 Kalau udah malam lewat jam operasional lagi.. padahal butuh banget,3,
"Pengiriman barang selalu tidak pernah sesuai estimasi. Khususnya jasa kirim SPX. Jadi para pengguna Shopee kalau bisa hindari jasa kirim SPX, karena pengiriman tidak pernah sesuai estimasi tanggal yang di tentukan. Sudah di DM di IG malahan minta data pribadi bukannya menyelesaikan masalah",1,Negatif
"Alhamdulillah saya sebagai pengguna baru Shopee sangat senang berbelanja di aplikasi Shopee ini,, Dan saat saya beli paket headset bluetooth tidak ada masalah,, Cuma klo barang yang murah diskonnya terkadang rusak saya sempat beli kemarin paket kipas mini yang baterai 16.000 mAh,, Baterai saat di 90% dan saya pakai setengah jam baterainya 80% langsung turun drastis baterainya dan 0% Segitu saja penilaian saya sebagai pengguna baru Shopee buat developernya,, Terimakasih🙏",4,Positif
